,District,School Code,School Name,number,score,vote
387,Oceanside Unified,3735206,Oceanside High,102,27.2647058824,0.584711765676
388,Kern Union High,116392,Independence High,86,5.73255813953,0.836192109777
389,Kern Union High,116400,Mira Monte High,26,11.5384615385,0.520790868325
390,Redlands Unified,3630779,Redlands East Valley High,89,18.1235955056,0.561524594386
391,Lodi Unified,108225,Ronald E. McNair High,105,3.77142857143,0.590087266766
392,Victor Valley Union High,3630787,Silverado High,580,5.58103448276,0.581476766391
393,Centinela Valley Union High,1935048,Leuzinger High,218,6.53669724771,0.758911701726
394,Los Angeles Unified,1933001,King/Drew Medical Magnet High,638,13.7680250784,0.838847625478
395,Antioch Unified,117218,Dozier-Libbey Medical High,36,13.8611111111,0.724910014821
396,Barstow Unified,3630803,Barstow High,98,5.15306122449,0.471572794899
397,Long Beach Unified,1996503,Renaissance High for the Arts,50,8.08,0.831660051366
398,Tracy Joint Unified,3938008,Tracy High,28,21.3571428571,0.657411383045
399,Downey Unified,1939164,Warren High,28,14.4285714286,0.685904350953
400,Beverly Hills Unified,1930981,Beverly Hills High,37,16.0,0.717201597397
401,Fairfield-Suisun Unified,4833000,Fairfield High,167,5.33532934132,0.668495814955
402,Roseville Joint Union High,116459,Antelope High,75,19.9733333333,0.507287322301
403,Antioch Unified,730861,Antioch High,148,4.83108108108,0.672449179046
404,Antelope Valley Union High,100081,William J. (Pete) Knight High,303,12.6831683168,0.75649586297
405,Redondo Beach Unified,1937143,Redondo Union High,100,32.09,0.688203690726
406,Berkeley Unified,134924,Berkeley Technology,18,0.0,0.956780194419
407,West Contra Costa Unified,732941,El Cerrito Senior High,262,3.10687022901,0.889901823282
408,Alameda City Unified,132878,Encinal High,54,9.2962962963,0.893149245892
409,Long Beach Unified,1937176,Reid High,11,0.0,0.763516483516
410,Oakland Unified,110361,Far West,51,2.05882352941,0.918891431477
411,Elk Grove Unified,3430170,Valley High,154,13.7077922078,0.806978960487
412,Benicia Unified,4831004,Benicia High,57,14.1578947368,0.687265917603
413,Fairfield-Suisun Unified,4830170,Rodriguez (Angelo) High,257,6.77821011673,0.66918429003
414,San Lorenzo Unified,130849,Arroyo High,43,9.48837209302,0.786050520453
415,Perris Union High,3335973,Perris,131,9.42748091603,0.632077582991
416,Apple Valley Unified,3630894,Granite Hills High,73,4.15068493151,0.285777190665
417,Pasadena Unified,1931062,Blair High,96,10.21875,0.791903196893
418,Moreno Valley Unified,3333770,Moreno Valley High,195,9.56923076923,0.599598618501
419,Los Angeles Unified,1933118,John C. Fremont Senior High,172,3.6976744186,0.900914337592
420,Fullerton Joint Union High,3030855,Buena Park High,29,20.724137931,0.648766102747
421,Los Angeles Unified,1937226,Reseda Senior High,41,12.4146341463,0.695140327745
422,Mojave Unified,114512,California City High,40,2.8,0.396825396825
423,Natomas Unified,102236,Inderkum High,179,7.25698324022,0.673096841015
424,Manteca Unified,3932001,East Union High,11,36.0,0.498116875228
425,Redlands Unified,3635042,Redlands Senior High,84,22.7023809524,0.561524594386
426,Antelope Valley Union High,1996644,R. Rex Parris High,25,0.0,0.553662314671
427,Kern Union High,100198,Golden Valley High,70,5.85714285714,0.520790868325
428,ABC Unified,1933159,Gahr (Richard) High,210,27.9761904762,0.668367829128
429,Los Angeles Unified,1939305,George Washington Preparatory,544,2.66911764706,0.717945332101
430,Rialto Unified,3633005,Eisenhower Senior High,183,14.5300546448,0.787734487734
431,Riverside Unified,3330024,Arlington High,64,10.9375,0.510457937897
432,Sacramento City Unified,114546,School of Engineering & Scien,14,7.0,0.746039824416
433,Pomona Unified,1933175,Ganesha High,11,0.0,0.75479336949
434,San Bernardino County Office of Educatio,3630969,Desert Mountain Community Day,26,0.0,0.285777190665
435,San Juan Unified,3432317,El Camino Fundamental High,43,13.7441860465,0.613770210943
436,San Bernardino County Office of Educatio,3630977,East Valley Community Day,27,0.0,0.608673338465
437,Twin Rivers Unified,3434370,Highlands High,51,2.19607843137,0.514348156594
438,Hayward Unified,133009,Brenkwitz High,11,0.0,0.826870689156
439,Chino Valley Unified,3631017,Chino Hills High,86,28.8255813953,0.556755844375
440,Fontana Unified,120758,Jurupa Hills High,59,10.2203389831,0.749244560838
441,Los Angeles Unified,1933241,Gardena Senior High,268,1.4776119403,0.722841083291
442,Stockton Unified,3932100,Edison High,120,2.55,0.65561694291
443,Chaffey Joint Union High,3631058,Los Osos High,210,45.6476190476,0.458391239091
444,San Francisco Unified,3831765,Galileo High,33,0.0,0.903670721112
445,Alvord Unified,3330008,La Sierra High,95,11.6421052632,0.643411521214
446,Hanford Joint Union High,1630169,Hanford West High,14,14.0,0.44391025641
447,Washington Unified,1038306,Washington High,14,14.0,0.443277310924
448,Fresno Unified,1034214,McLane High,68,3.22058823529,0.661297115182
449,Los Angeles Unified,120808,Dorothy V. Johnson Comm. Day,15,0.0,0.918353525472
450,Center Joint Unified,3430378,Center High,59,30.4237288136,0.507287322301
451,Los Angeles Unified,1935352,Los Angeles Senior High,96,5.05208333333,0.852267771478
