,District,School Code,School Name,number,score,vote
496,Potter Valley Community Unified,2330041,Potter Valley High,12,42.0,0.49634369287
497,Carpinteria Unified,4230587,Carpinteria Senior High,180,68.1333333333,0.670029051001
498,San Diego Unified,3730884,Scripps Ranch High,1343,88.0148920328,0.602946365561
499,William S. Hart Union High,1933902,Hart (William S.) Senior High,1145,78.5266375546,0.493247068338
500,Petaluma Joint Union High,4935151,Petaluma High,663,76.8838612368,0.613377434767
501,Victor Valley Union High,110064,University Preparatory,201,87.0696517413,0.447736654306
502,Red Bluff Joint Union High,5230065,Red Bluff IS High,51,20.7058823529,0.313456053928
503,Ripon Unified,3935756,Ripon High,418,64.509569378,0.380283472539
504,Fallbrook Union High,3730967,"Oasis High, Alt.",45,58.1555555556,0.408724700334
505,Corona-Norco Unified,110106,Orange Grove High,11,0.0,0.47779425263
506,San Jose Unified,4337200,San Jose High,156,58.1538461538,0.824879227053
507,Escondido Union High,3732062,Escondido High,640,68.21875,0.513635995792
508,San Dieguito Union High,3731007,La Costa Canyon High,1421,76.2589725545,0.639365324083
509,Napa Valley Unified,101964,Napa Valley Alternative,43,50.3953488372,0.635677083333
510,Sacramento City Unified,101972,Rosemont High,307,60.1628664495,0.620729256388
511,Grossmont Union High,3730702,West Hills High,1144,67.6722027972,0.371937452964
512,Colton Joint Unified,3632742,Colton High,594,45.5016835017,0.621570090359
513,Gilroy Unified,118380,Christopher High,632,71.8069620253,0.697410402909
514,Oakland Unified,110189,McClymonds High,50,11.22,0.836138613861
515,Sweetwater Union High,3731064,Chula Vista Senior High,530,54.758490566,0.754016957886
