,District,School Code,School Name,number,score,vote
102,Mt. Diablo Unified,737809,Ygnacio Valley High,875,32.7062857143,0.699944842802
103,Fontana Unified,3630480,Citrus High (Continuation),140,9.0,0.767511394713
104,San Diego Unified,107029,San Diego International Studi,504,83.8650793651,0.703490464196
105,Los Angeles Unified,1933852,Alexander Hamilton Senior Hig,2204,56.4555353902,0.816042024447
106,San Diego Unified,107037,San Diego LEADS,265,31.3245283019,0.703490464196
107,Jurupa Unified,3334687,Nueva Vista Continuation High,99,11.0,0.588575560376
108,Mountain View-Los Altos Union High,4334116,Los Altos High,1157,82.3941227312,0.776614310646
109,San Diego Unified,107045,San Diego Communication,101,14.5346534653,0.703490464196
110,Sequoia Union High,4135687,"Redwood High, Cont.",168,9.42857142857,0.847305389222
111,San Diego Unified,107052,San Diego Business,290,36.5862068966,0.703490464196
112,San Diego Unified,107060,San Diego MVP Arts,278,35.3920863309,0.703490464196
113,Jefferson Union High,4137535,Terra Nova High,874,64.2585812357,0.814388961892
114,Merced Union High,2433605,Livingston High,778,50.7300771208,0.572062084257
115,San Diego Unified,107078,Kearny Digital Media & Design,327,63.4923547401,0.63646714996
116,Anderson Union High,4530762,North Valley High,56,8.78571428571,0.253796337651
117,Vacaville Unified,4833869,Country High,65,3.0,0.570959803117
118,William S. Hart Union High,1933902,Hart (William S.) Senior High,1488,70.3172043011,0.493247068338
119,San Diego Unified,107094,Kearny International Business,300,81.65,0.63646714996
120,Imperial Unified,1335900,Imperial High,736,59.8491847826,0.610309278351
121,San Diego Unified,107102,Kearny Construction Tech,242,41.3388429752,0.63646714996
122,Del Norte County Unified,836205,Sunset High,60,8.53333333333,0.407816091954
123,Anderson Union High,4530804,Anderson High,381,48.1968503937,0.253796337651
124,Jefferson Union High,4137592,Thornton High,99,7.58585858586,0.809661649299
125,Centinela Valley Union High,1933951,Hawthorne High,1382,34.2749638205,0.874346343312
126,West Sonoma County Union High,4930327,Laguna High,53,20.3962264151,0.788591562708
127,Newport-Mesa Unified,3031697,Corona del Mar High,1175,77.8255319149,0.47624178429
128,El Dorado Union High,934554,Independence Continuation,89,14.4831460674,0.376518218623
129,Durham Unified,433201,Durham High,250,54.816,0.411020776874
130,San Diego Unified,107177,Crawford Multimedia and Visua,212,32.0188679245,0.727572685539
131,San Diego Unified,107185,Crawford CHAMPS,227,37.3436123348,0.727572685539
132,California School for the Deaf-Fremont (,131763,California School for the Dea,42,7.0,0.722321695016
133,Western Placer Unified,3130036,"Phoenix High, Cont.",24,4.0,0.403606102635
134,Visalia Unified,5430046,Golden West High,1105,48.4778280543,0.464601769912
135,San Diego Unified,107193,Crawford Law and Business,187,23.5080213904,0.727572685539
136,Kern Union High,1532605,Foothill High,1327,40.5508666164,0.288645690834
137,San Diego Unified,107201,Crawford IDEA,200,29.205,0.727572685539
138,Stockton Unified,115402,Edward C. Merlo Institute of,195,19.4051282051,0.651608986035
139,Fresno Unified,1032911,Herbert Hoover High,1152,40.0729166667,0.574914546145
140,Los Angeles Unified,1934033,Hollywood Senior High,1235,56.1311740891,0.869295923769
141,San Diego Unified,107219,San Diego Science and Technol,299,46.5016722408,0.703490464196
142,Los Angeles County Office of Education,123604,Phoenix Academy Residential,68,10.75,0.755491167399
143,Los Angeles County Office of Education,123612,Pacific Lodge Residential,14,0.0,0.755491167399
144,Tahoe-Truckee Joint Unified,3130077,"Sierra High, Cont.",11,27.0,0.738916256158
145,Madera Unified,123620,Eastin-Arcola High,154,8.05194805195,0.589822329458
146,Chowchilla Union High,2032357,Chowchilla High,688,42.2848837209,0.42074776198
147,Reef-Sunset Unified,1630953,Avenal High,426,28.2676056338,0.434539260221
148,Porterville Unified,5432786,Monache High,1391,49.4370956147,0.288544358312
149,Washington Unified,5735154,River City Senior High,1471,44.0047586676,0.782843431314
150,Hesperia Unified,115444,Canyon Ridge High,150,7.07333333333,0.291064388962
